grn_id,po_id,line_item_id,vendor_id,project_id,material_id,receipt_date,qty_delivered,qty_accepted,qty_rejected,grn_status,inspection_result,inspection_certificate,delivery_note_ref,storage_location,received_by,remarks,damage_flag,temperature_check,created_date
GRN-2025-0000736,PO-2019-0000042,PO-2019-0000042-L011,VND-000399,PRJ-2023-00205,MAT-00000854,2025-08-08,187,187,0,ACCEPTED,PASSED,CERT-24588794,DN-213JGO,SITE-B-WAREHOUSE-SEC-05,Rebecca Hansen,,False,False,2025-08-08
GRN-2020-0000737,PO-2022-0000974,PO-2022-0000974-L009,VND-000606,PRJ-2019-00698,MAT-00000298,2020-04-11,364,0,364,REJECTED,FAILED,,DN-888SWZ,SITE-A-WAREHOUSE-SEC-02,Joe Jones,Type look find.,False,False,2020-04-11
GRN-2019-0000738,PO-2021-0000413,PO-2021-0000413-L001,VND-000938,PRJ-2019-00841,MAT-00000047,2019-03-02,137,0,137,RETURNED,PASSED,CERT-27103900,DN-527MHW,SITE-D-WAREHOUSE-SEC-04,Carrie Torres,,False,False,2019-03-02
GRN-2023-0000739,PO-2022-0000447,PO-2022-0000447-L012,VND-000723,PRJ-2022-00149,MAT-00000904,2023-02-25,57,57,0,ACCEPTED,PASSED,CERT-77108989,DN-132SJS,SITE-A-WAREHOUSE-SEC-02,Calvin Anderson,Interesting several born.,False,True,2023-02-25
GRN-2025-0000740,PO-2021-0000061,PO-2021-0000061-L004,VND-000386,PRJ-2020-00727,MAT-00000494,2025-05-29,246,246,0,RECEIVED,PASSED,CERT-67572954,DN-076CMG,SITE-C-WAREHOUSE-SEC-04,Matthew Watkins,,False,False,2025-05-29
GRN-2020-0000741,PO-2024-0000646,PO-2024-0000646-L001,VND-000704,PRJ-2023-00695,MAT-00000597,2020-12-07,127,0,127,RETURNED,PASSED,CERT-23833135,DN-714CET,SITE-D-WAREHOUSE-SEC-02,Nicole Patton,,False,False,2020-12-07
GRN-2025-0000742,PO-2019-0000889,PO-2019-0000889-L015,VND-000735,PRJ-2023-00248,MAT-00000513,2025-01-20,206,206,0,RECEIVED,FAILED,,DN-939MLQ,SITE-C-WAREHOUSE-SEC-02,Brandon Singleton,,False,True,2025-01-20
GRN-2019-0000743,PO-2023-0000321,PO-2023-0000321-L006,VND-000371,PRJ-2020-00630,MAT-00000580,2019-04-24,119,119,0,ACCEPTED,PASSED,CERT-78432746,DN-495WKG,SITE-C-WAREHOUSE-SEC-04,Lisa Wagner,,False,False,2019-04-24
GRN-2021-0000744,PO-2024-0000646,PO-2024-0000646-L001,VND-000704,PRJ-2023-00695,MAT-00000597,2021-01-25,459,459,0,INSPECTED,PASSED,CERT-98641515,DN-119WAH,SITE-B-WAREHOUSE-SEC-01,Corey Campbell,,False,False,2021-01-25
GRN-2023-0000745,PO-2022-0000149,PO-2022-0000149-L004,VND-000399,PRJ-2019-00697,MAT-00000503,2023-06-05,172,172,0,ACCEPTED,PASSED,CERT-84057077,DN-801NGT,SITE-A-WAREHOUSE-SEC-01,Michael Lopez,,False,False,2023-06-05
GRN-2025-0000746,PO-2019-0000303,PO-2019-0000303-L006,VND-000991,PRJ-2024-00218,MAT-00000564,2025-11-29,122,122,0,ACCEPTED,PASSED,CERT-21707969,DN-125YBN,SITE-C-WAREHOUSE-SEC-02,Jennifer Juarez,,False,False,2025-11-29
GRN-2019-0000747,PO-2019-0000692,PO-2019-0000692-L004,VND-000021,PRJ-2020-00812,MAT-00000713,2019-04-09,98,98,0,ACCEPTED,PASSED,CERT-83360594,DN-517HHI,SITE-D-WAREHOUSE-SEC-01,Isaiah Roberts DDS,,False,False,2019-04-09
GRN-2025-0000748,PO-2022-0000209,PO-2022-0000209-L005,VND-000664,PRJ-2024-00085,MAT-00000860,2025-10-09,215,215,0,RECEIVED,CONDITIONAL,CERT-59125302,DN-157HYS,SITE-C-WAREHOUSE-SEC-05,Noah Mcdaniel,,False,False,2025-10-09
GRN-2019-0000749,PO-2019-0000390,PO-2019-0000390-L011,VND-000999,PRJ-2023-00587,MAT-00000626,2019-03-27,12,12,0,ACCEPTED,PASSED,CERT-27305260,DN-738ASB,SITE-E-WAREHOUSE-SEC-03,Benjamin Randall,,False,True,2019-03-27
GRN-2024-0000750,PO-2023-0000474,PO-2023-0000474-L003,VND-000440,PRJ-2023-00702,MAT-00000940,2024-09-19,446,446,0,ACCEPTED,PASSED,CERT-78354185,DN-752ARF,SITE-A-WAREHOUSE-SEC-02,Jennifer Mills,,False,False,2024-09-19
GRN-2021-0000751,PO-2022-0000209,PO-2022-0000209-L010,VND-000664,PRJ-2024-00085,MAT-00000007,2021-01-05,357,357,0,INSPECTED,PASSED,CERT-80474132,DN-112ZZS,SITE-E-WAREHOUSE-SEC-04,Ashley Schaefer,,False,False,2021-01-05
GRN-2021-0000752,PO-2023-0000100,PO-2023-0000100-L012,VND-000093,PRJ-2019-00462,MAT-00000497,2021-01-21,150,150,0,ACCEPTED,PASSED,CERT-46297151,DN-215MVM,SITE-B-WAREHOUSE-SEC-03,Wanda Martinez,,False,False,2021-01-21
GRN-2025-0000753,PO-2024-0000471,PO-2024-0000471-L003,VND-000102,PRJ-2019-00614,MAT-00000889,2025-07-08,310,310,0,ACCEPTED,PASSED,CERT-83722452,DN-674WTX,SITE-C-WAREHOUSE-SEC-01,Denise Clarke,,False,False,2025-07-08
GRN-2021-0000754,PO-2024-0000915,PO-2024-0000915-L001,VND-000220,PRJ-2022-00123,MAT-00000147,2021-05-24,113,94,19,PARTIALLY_ACCEPTED,CONDITIONAL,CERT-82127089,DN-657QMZ,SITE-B-WAREHOUSE-SEC-03,Ms. Brittany Gibson,,False,False,2021-05-24
GRN-2023-0000755,PO-2019-0000424,PO-2019-0000424-L004,VND-000896,PRJ-2023-00240,MAT-00000159,2023-11-17,132,0,132,REJECTED,FAILED,,DN-147FOO,SITE-E-WAREHOUSE-SEC-05,Alyssa Rojas,,False,False,2023-11-17
GRN-2024-0000756,PO-2023-0000853,PO-2023-0000853-L003,VND-000092,PRJ-2024-00067,MAT-00000649,2024-08-10,374,374,0,ACCEPTED,PASSED,CERT-22575001,DN-170LYM,SITE-C-WAREHOUSE-SEC-02,Brittany Howell,,False,False,2024-08-10
GRN-2020-0000757,PO-2023-0000474,PO-2023-0000474-L002,VND-000440,PRJ-2023-00702,MAT-00000066,2020-01-11,145,145,0,INSPECTED,FAILED,,DN-118XFY,SITE-C-WAREHOUSE-SEC-02,Edward Jimenez,,False,False,2020-01-11
GRN-2020-0000758,PO-2024-0000305,PO-2024-0000305-L009,VND-000947,PRJ-2019-00676,MAT-00000332,2020-02-21,207,207,0,ACCEPTED,PASSED,CERT-11582229,DN-848VZI,SITE-E-WAREHOUSE-SEC-02,Tiffany Johnson,,False,True,2020-02-21
GRN-2025-0000759,PO-2020-0000225,PO-2020-0000225-L008,VND-000397,PRJ-2020-00663,MAT-00000546,2025-02-12,128,128,0,RECEIVED,CONDITIONAL,CERT-90481940,DN-616CUY,SITE-C-WAREHOUSE-SEC-02,Andrew Thompson,Those clearly issue fine.,False,False,2025-02-12
GRN-2019-0000760,PO-2023-0000100,PO-2023-0000100-L002,VND-000093,PRJ-2019-00462,MAT-00000856,2019-09-03,104,18,86,PARTIALLY_ACCEPTED,PASSED,CERT-51256515,DN-671KRF,SITE-E-WAREHOUSE-SEC-04,Melissa Armstrong,,False,True,2019-09-03
GRN-2024-0000761,PO-2023-0000916,PO-2023-0000916-L006,VND-000533,PRJ-2024-00810,MAT-00000578,2024-05-31,53,35,18,PARTIALLY_ACCEPTED,FAILED,,DN-782GDZ,SITE-A-WAREHOUSE-SEC-05,Kevin Gray,,True,False,2024-05-31
GRN-2020-0000762,PO-2019-0000441,PO-2019-0000441-L024,VND-000251,PRJ-2022-00017,MAT-00000193,2020-12-16,472,472,0,INSPECTED,FAILED,,DN-545DBL,SITE-D-WAREHOUSE-SEC-06,Russell Bailey,,False,False,2020-12-16
GRN-2019-0000763,PO-2024-0000471,PO-2024-0000471-L017,VND-000102,PRJ-2019-00614,MAT-00000434,2019-06-20,316,316,0,ACCEPTED,PASSED,CERT-21382241,DN-905YGB,SITE-A-WAREHOUSE-SEC-03,Hunter Bell,,False,False,2019-06-20
GRN-2023-0000764,PO-2024-0000915,PO-2024-0000915-L011,VND-000220,PRJ-2022-00123,MAT-00000165,2023-12-18,342,342,0,INSPECTED,PASSED,CERT-56759534,DN-333PTL,SITE-C-WAREHOUSE-SEC-05,Michael Melton,,False,False,2023-12-18
GRN-2021-0000765,PO-2024-0000158,PO-2024-0000158-L012,VND-000621,PRJ-2023-00805,MAT-00000360,2021-03-18,404,2,402,PARTIALLY_ACCEPTED,PASSED,CERT-69954440,DN-152BIU,SITE-B-WAREHOUSE-SEC-03,Matthew Henderson,,False,False,2021-03-18
GRN-2019-0000766,PO-2019-0000424,PO-2019-0000424-L011,VND-000896,PRJ-2023-00240,MAT-00000721,2019-06-15,47,47,0,INSPECTED,PASSED,CERT-57326346,DN-864BSE,SITE-B-WAREHOUSE-SEC-02,Victoria Gray,,False,False,2019-06-15
GRN-2022-0000767,PO-2021-0000140,PO-2021-0000140-L009,VND-000799,PRJ-2023-00220,MAT-00000323,2022-07-16,335,126,209,PARTIALLY_ACCEPTED,PASSED,CERT-81641483,DN-659GZF,SITE-D-WAREHOUSE-SEC-05,Michael Rogers,,False,False,2022-07-16
GRN-2019-0000768,PO-2019-0000889,PO-2019-0000889-L004,VND-000735,PRJ-2023-00248,MAT-00000929,2019-04-23,416,384,32,PARTIALLY_ACCEPTED,PASSED,CERT-37283734,DN-852NTX,SITE-A-WAREHOUSE-SEC-02,Christina Reid,,True,False,2019-04-23
GRN-2020-0000769,PO-2024-0000977,PO-2024-0000977-L016,VND-000691,PRJ-2019-00844,MAT-00000222,2020-03-12,435,435,0,ACCEPTED,PASSED,CERT-84021128,DN-183SQD,SITE-C-WAREHOUSE-SEC-04,Kenneth Ballard,,False,False,2020-03-12
GRN-2025-0000770,PO-2024-0000471,PO-2024-0000471-L017,VND-000102,PRJ-2019-00614,MAT-00000434,2025-03-15,361,0,361,RETURNED,PASSED,CERT-67003442,DN-919GLV,SITE-D-WAREHOUSE-SEC-06,Keith Schmidt,,False,False,2025-03-15
GRN-2019-0000771,PO-2019-0000390,PO-2019-0000390-L005,VND-000999,PRJ-2023-00587,MAT-00000332,2019-03-14,188,188,0,RECEIVED,PASSED,CERT-86394469,DN-635YEP,SITE-A-WAREHOUSE-SEC-02,Kathy Evans,,False,False,2019-03-14
GRN-2022-0000772,PO-2020-0000142,PO-2020-0000142-L013,VND-000315,PRJ-2023-00775,MAT-00000633,2022-07-30,241,0,241,REJECTED,FAILED,,DN-853AZQ,SITE-C-WAREHOUSE-SEC-04,Jody Hines,,False,False,2022-07-30
GRN-2024-0000773,PO-2021-0000803,PO-2021-0000803-L012,VND-000078,PRJ-2019-00239,MAT-00000341,2024-08-04,203,203,0,INSPECTED,PASSED,CERT-44635469,DN-208LKF,SITE-D-WAREHOUSE-SEC-05,Victor Harmon,,False,False,2024-08-04
GRN-2022-0000774,PO-2024-0000158,PO-2024-0000158-L010,VND-000621,PRJ-2023-00805,MAT-00000010,2022-03-06,487,487,0,ACCEPTED,PASSED,CERT-39381121,DN-748ZNX,SITE-B-WAREHOUSE-SEC-04,Taylor Barber,,False,False,2022-03-06
GRN-2023-0000775,PO-2024-0000780,PO-2024-0000780-L014,VND-000668,PRJ-2022-00070,MAT-00000275,2023-11-25,335,335,0,ACCEPTED,PASSED,CERT-59858951,DN-083XDJ,SITE-D-WAREHOUSE-SEC-04,Paul Cannon,,False,False,2023-11-25
GRN-2019-0000776,PO-2019-0000303,PO-2019-0000303-L007,VND-000991,PRJ-2024-00218,MAT-00000095,2019-03-25,145,145,0,RECEIVED,PASSED,CERT-90142849,DN-665EON,SITE-E-WAREHOUSE-SEC-01,Debra Mitchell,Either over image box.,False,False,2019-03-25
GRN-2020-0000777,PO-2020-0000188,PO-2020-0000188-L001,VND-000313,PRJ-2021-00461,MAT-00000482,2020-10-16,292,292,0,RECEIVED,CONDITIONAL,CERT-74935475,DN-303ZTD,SITE-A-WAREHOUSE-SEC-05,Dr. Javier Bullock,City carry election sound.,False,False,2020-10-16
GRN-2019-0000778,PO-2019-0000303,PO-2019-0000303-L001,VND-000991,PRJ-2024-00218,MAT-00000772,2019-07-20,162,162,0,ACCEPTED,PASSED,CERT-23070100,DN-820UFY,SITE-C-WAREHOUSE-SEC-02,Scott Miller,,False,False,2019-07-20
GRN-2023-0000779,PO-2023-0000853,PO-2023-0000853-L002,VND-000092,PRJ-2024-00067,MAT-00000926,2023-01-20,245,151,94,PARTIALLY_ACCEPTED,PASSED,CERT-72157065,DN-941AXQ,SITE-C-WAREHOUSE-SEC-02,Ann Hahn,Door number matter.,False,False,2023-01-20
GRN-2020-0000780,PO-2021-0000118,PO-2021-0000118-L004,VND-000671,PRJ-2020-00373,MAT-00000772,2020-03-23,368,368,0,RECEIVED,CONDITIONAL,CERT-91703555,DN-189XHQ,SITE-E-WAREHOUSE-SEC-05,Brandon Greene DDS,,False,False,2020-03-23
GRN-2025-0000781,PO-2020-0000849,PO-2020-0000849-L008,VND-000308,PRJ-2022-00006,MAT-00000384,2025-01-21,221,0,221,REJECTED,FAILED,,DN-559VYZ,SITE-D-WAREHOUSE-SEC-02,Cynthia Henderson,,False,False,2025-01-21
GRN-2024-0000782,PO-2020-0000751,PO-2020-0000751-L003,VND-000345,PRJ-2023-00480,MAT-00000675,2024-02-14,159,141,18,PARTIALLY_ACCEPTED,PASSED,CERT-32779115,DN-212NRC,SITE-D-WAREHOUSE-SEC-01,Scott Brown,,False,False,2024-02-14
GRN-2021-0000783,PO-2022-0000974,PO-2022-0000974-L008,VND-000606,PRJ-2019-00698,MAT-00000908,2021-05-12,133,122,11,PARTIALLY_ACCEPTED,FAILED,,DN-851UIB,SITE-D-WAREHOUSE-SEC-06,David Ramirez,,False,False,2021-05-12
GRN-2021-0000784,PO-2020-0000778,PO-2020-0000778-L010,VND-000881,PRJ-2022-00400,MAT-00000711,2021-03-08,349,349,0,ACCEPTED,PASSED,CERT-93836675,DN-257TXT,SITE-D-WAREHOUSE-SEC-03,Walter Obrien,,False,False,2021-03-08
GRN-2023-0000785,PO-2019-0000160,PO-2019-0000160-L001,VND-000302,PRJ-2019-00053,MAT-00000272,2023-01-30,330,330,0,RECEIVED,PASSED,CERT-11066084,DN-034JYT,SITE-B-WAREHOUSE-SEC-06,Mercedes Leach,,False,False,2023-01-30
GRN-2023-0000786,PO-2020-0000715,PO-2020-0000715-L009,VND-000130,PRJ-2020-00699,MAT-00000871,2023-02-17,343,0,343,REJECTED,FAILED,,DN-183CYA,SITE-C-WAREHOUSE-SEC-04,Jenna Spence,,False,False,2023-02-17
GRN-2020-0000787,PO-2020-0000142,PO-2020-0000142-L001,VND-000315,PRJ-2023-00775,MAT-00000935,2020-04-12,222,222,0,ACCEPTED,PASSED,CERT-55959309,DN-441WPT,SITE-D-WAREHOUSE-SEC-03,Steve Moon,,False,False,2020-04-12
GRN-2022-0000788,PO-2019-0000080,PO-2019-0000080-L002,VND-000541,PRJ-2024-00250,MAT-00000707,2022-03-16,241,241,0,INSPECTED,PASSED,CERT-90675244,DN-560RFX,SITE-B-WAREHOUSE-SEC-03,Kaitlin Gutierrez,,False,False,2022-03-16
GRN-2025-0000789,PO-2019-0000441,PO-2019-0000441-L027,VND-000251,PRJ-2022-00017,MAT-00000787,2025-12-17,488,0,488,REJECTED,FAILED,,DN-561KSQ,SITE-D-WAREHOUSE-SEC-03,Heather Guzman,,False,False,2025-12-17
GRN-2019-0000790,PO-2022-0000564,PO-2022-0000564-L016,VND-000987,PRJ-2021-00692,MAT-00000169,2019-12-09,110,110,0,ACCEPTED,PASSED,CERT-22407255,DN-857SBW,SITE-C-WAREHOUSE-SEC-02,Martin Mccoy,,False,False,2019-12-09
GRN-2021-0000791,PO-2021-0000413,PO-2021-0000413-L005,VND-000938,PRJ-2019-00841,MAT-00000144,2021-12-19,275,275,0,ACCEPTED,PASSED,CERT-86546634,DN-206MOT,SITE-B-WAREHOUSE-SEC-06,Bradley Moore,,True,False,2021-12-19
GRN-2023-0000792,PO-2022-0000209,PO-2022-0000209-L002,VND-000664,PRJ-2024-00085,MAT-00000041,2023-12-07,166,166,0,ACCEPTED,PASSED,CERT-71560177,DN-829RAY,SITE-C-WAREHOUSE-SEC-01,Jocelyn Russo,,False,False,2023-12-07
GRN-2025-0000793,PO-2022-0000129,PO-2022-0000129-L001,VND-000633,PRJ-2019-00885,MAT-00000719,2025-03-06,231,214,17,PARTIALLY_ACCEPTED,CONDITIONAL,CERT-23078988,DN-242RLU,SITE-D-WAREHOUSE-SEC-06,Christina Perry,Hour help strong now.,False,False,2025-03-06
GRN-2024-0000794,PO-2023-0000100,PO-2023-0000100-L006,VND-000093,PRJ-2019-00462,MAT-00000179,2024-04-07,108,108,0,INSPECTED,PASSED,CERT-58827665,DN-008PNO,SITE-E-WAREHOUSE-SEC-01,Brandon Ford,Red collection husband investment.,False,False,2024-04-07
GRN-2025-0000795,PO-2020-0000849,PO-2020-0000849-L001,VND-000308,PRJ-2022-00006,MAT-00000096,2025-06-30,181,181,0,ACCEPTED,PASSED,CERT-55073885,DN-421XKK,SITE-E-WAREHOUSE-SEC-04,Nathan Graham,Still management difference data watch.,False,False,2025-06-30
GRN-2020-0000796,PO-2023-0000100,PO-2023-0000100-L013,VND-000093,PRJ-2019-00462,MAT-00000648,2020-12-03,433,433,0,ACCEPTED,PASSED,CERT-93265522,DN-447YIB,SITE-D-WAREHOUSE-SEC-06,Lindsay Carney,,False,True,2020-12-03
GRN-2019-0000797,PO-2023-0000853,PO-2023-0000853-L001,VND-000092,PRJ-2024-00067,MAT-00000981,2019-07-30,478,478,0,RECEIVED,PASSED,CERT-93728466,DN-436LAY,SITE-A-WAREHOUSE-SEC-04,Dylan Green,,False,False,2019-07-30
GRN-2023-0000798,PO-2023-0000853,PO-2023-0000853-L001,VND-000092,PRJ-2024-00067,MAT-00000981,2023-08-21,115,115,0,ACCEPTED,PASSED,CERT-73025187,DN-973XLR,SITE-E-WAREHOUSE-SEC-04,Angelica Harrison,,False,False,2023-08-21
GRN-2022-0000799,PO-2020-0000323,PO-2020-0000323-L006,VND-000846,PRJ-2022-00110,MAT-00000983,2022-07-11,203,2,201,PARTIALLY_ACCEPTED,PASSED,CERT-98406780,DN-563TYT,SITE-B-WAREHOUSE-SEC-05,Kyle Jones,,False,False,2022-07-11
GRN-2022-0000800,PO-2024-0000945,PO-2024-0000945-L003,VND-000459,PRJ-2022-00863,MAT-00000203,2022-01-14,8,8,0,ACCEPTED,PASSED,CERT-79654067,DN-800VPE,SITE-B-WAREHOUSE-SEC-03,Yesenia Crosby,,False,False,2022-01-14
GRN-2023-0000801,PO-2019-0000441,PO-2019-0000441-L027,VND-000251,PRJ-2022-00017,MAT-00000787,2023-07-21,330,330,0,INSPECTED,PASSED,CERT-95399182,DN-900QGN,SITE-A-WAREHOUSE-SEC-05,William Lambert,,False,False,2023-07-21
GRN-2021-0000802,PO-2023-0000143,PO-2023-0000143-L006,VND-000278,PRJ-2024-00428,MAT-00000680,2021-11-20,65,16,49,PARTIALLY_ACCEPTED,PASSED,CERT-94197247,DN-280LLQ,SITE-E-WAREHOUSE-SEC-04,Johnathan Morgan,,False,False,2021-11-20
GRN-2021-0000803,PO-2022-0000209,PO-2022-0000209-L007,VND-000664,PRJ-2024-00085,MAT-00000702,2021-10-31,395,395,0,RECEIVED,PASSED,CERT-82970485,DN-721UTH,SITE-B-WAREHOUSE-SEC-01,David Edwards,,False,False,2021-10-31
GRN-2024-0000804,PO-2020-0000142,PO-2020-0000142-L003,VND-000315,PRJ-2023-00775,MAT-00000349,2024-11-30,96,31,65,PARTIALLY_ACCEPTED,PASSED,CERT-42917490,DN-274VXB,SITE-B-WAREHOUSE-SEC-03,Shawn Austin,,False,False,2024-11-30
GRN-2021-0000805,PO-2019-0000042,PO-2019-0000042-L014,VND-000399,PRJ-2023-00205,MAT-00000197,2021-11-23,12,12,0,RECEIVED,PASSED,CERT-89979598,DN-485BKU,SITE-E-WAREHOUSE-SEC-01,Katherine Dodson,Table price sometimes apply chance discover.,False,False,2021-11-23
GRN-2020-0000806,PO-2020-0000586,PO-2020-0000586-L008,VND-000582,PRJ-2021-00031,MAT-00000144,2020-07-19,107,0,107,REJECTED,FAILED,,DN-074KTD,SITE-A-WAREHOUSE-SEC-04,Zachary Ho,,False,False,2020-07-19
GRN-2020-0000807,PO-2024-0000128,PO-2024-0000128-L012,VND-000228,PRJ-2024-00321,MAT-00000660,2020-03-23,231,231,0,ACCEPTED,PASSED,CERT-33981630,DN-075TJF,SITE-B-WAREHOUSE-SEC-03,Brian Cortez,,False,False,2020-03-23
GRN-2019-0000808,PO-2023-0000836,PO-2023-0000836-L001,VND-000824,PRJ-2023-00259,MAT-00000037,2019-03-23,3,3,0,ACCEPTED,PASSED,CERT-26320018,DN-215FNS,SITE-E-WAREHOUSE-SEC-06,Christopher Hicks,,True,True,2019-03-23
GRN-2023-0000809,PO-2019-0000439,PO-2019-0000439-L004,VND-000711,PRJ-2023-00346,MAT-00000453,2023-01-16,112,112,0,RECEIVED,PASSED,CERT-26989313,DN-499NLA,SITE-C-WAREHOUSE-SEC-02,Laura Butler,,False,False,2023-01-16
GRN-2021-0000810,PO-2020-0000721,PO-2020-0000721-L014,VND-000256,PRJ-2020-00989,MAT-00000065,2021-09-20,254,112,142,PARTIALLY_ACCEPTED,PASSED,CERT-36558526,DN-137RGV,SITE-D-WAREHOUSE-SEC-02,Michael Becker,,False,False,2021-09-20
GRN-2022-0000811,PO-2019-0000424,PO-2019-0000424-L001,VND-000896,PRJ-2023-00240,MAT-00000848,2022-04-16,407,407,0,ACCEPTED,PASSED,CERT-66873060,DN-659GUJ,SITE-D-WAREHOUSE-SEC-04,Joe Zimmerman,,False,False,2022-04-16
GRN-2019-0000812,PO-2021-0000140,PO-2021-0000140-L014,VND-000799,PRJ-2023-00220,MAT-00000021,2019-11-20,460,460,0,ACCEPTED,PASSED,CERT-14531191,DN-774MQA,SITE-A-WAREHOUSE-SEC-04,Andrew Dean,,False,False,2019-11-20
GRN-2023-0000813,PO-2020-0000724,PO-2020-0000724-L014,VND-000967,PRJ-2023-00979,MAT-00000903,2023-01-16,204,204,0,ACCEPTED,PASSED,CERT-67631320,DN-759IND,SITE-A-WAREHOUSE-SEC-02,Diane Yates,,False,True,2023-01-16
GRN-2024-0000814,PO-2022-0000145,PO-2022-0000145-L001,VND-000481,PRJ-2023-00582,MAT-00000043,2024-12-18,164,164,0,RECEIVED,PASSED,CERT-72461793,DN-189YFZ,SITE-A-WAREHOUSE-SEC-06,David Wise,,False,False,2024-12-18
GRN-2019-0000815,PO-2020-0000602,PO-2020-0000602-L003,VND-000018,PRJ-2023-00176,MAT-00000738,2019-05-23,288,288,0,INSPECTED,PASSED,CERT-96740906,DN-610NKY,SITE-E-WAREHOUSE-SEC-06,Dominique Goodwin,,False,False,2019-05-23
GRN-2021-0000816,PO-2022-0000209,PO-2022-0000209-L001,VND-000664,PRJ-2024-00085,MAT-00000663,2021-08-04,141,141,0,ACCEPTED,PASSED,CERT-90722659,DN-214FZB,SITE-A-WAREHOUSE-SEC-01,Tammy Mckee,,False,False,2021-08-04
GRN-2021-0000817,PO-2019-0000195,PO-2019-0000195-L002,VND-000181,PRJ-2019-00795,MAT-00000820,2021-08-25,467,0,467,RETURNED,PASSED,CERT-64064349,DN-925QGX,SITE-C-WAREHOUSE-SEC-02,Katherine Mcclure,Environmental outside bed institution happy control.,False,False,2021-08-25
GRN-2021-0000818,PO-2021-0000600,PO-2021-0000600-L006,VND-000537,PRJ-2023-00582,MAT-00000443,2021-06-04,213,186,27,PARTIALLY_ACCEPTED,PASSED,CERT-63733308,DN-610GVD,SITE-C-WAREHOUSE-SEC-03,Maria Reeves,Money positive base life bad soon.,False,False,2021-06-04
GRN-2019-0000819,PO-2020-0000715,PO-2020-0000715-L003,VND-000130,PRJ-2020-00699,MAT-00000008,2019-03-04,496,467,29,PARTIALLY_ACCEPTED,PASSED,CERT-40066698,DN-422RTP,SITE-C-WAREHOUSE-SEC-05,Elizabeth Williams,True message member.,True,False,2019-03-04
GRN-2021-0000820,PO-2020-0000778,PO-2020-0000778-L013,VND-000881,PRJ-2022-00400,MAT-00000989,2021-07-08,98,98,0,INSPECTED,CONDITIONAL,CERT-17045220,DN-617QUK,SITE-E-WAREHOUSE-SEC-01,Heather Richards,,False,False,2021-07-08
GRN-2021-0000821,PO-2024-0000305,PO-2024-0000305-L012,VND-000947,PRJ-2019-00676,MAT-00000935,2021-12-24,195,70,125,PARTIALLY_ACCEPTED,PASSED,CERT-26092896,DN-801VQD,SITE-B-WAREHOUSE-SEC-02,Clarence Long,Indicate region finish.,False,False,2021-12-24
GRN-2025-0000822,PO-2019-0000829,PO-2019-0000829-L006,VND-000250,PRJ-2022-00859,MAT-00000034,2025-09-28,268,268,0,ACCEPTED,PASSED,CERT-75780623,DN-779ZQV,SITE-B-WAREHOUSE-SEC-05,Shelby Lopez,,False,False,2025-09-28
GRN-2020-0000823,PO-2020-0000586,PO-2020-0000586-L007,VND-000582,PRJ-2021-00031,MAT-00000483,2020-05-04,286,286,0,RECEIVED,PASSED,CERT-76384860,DN-219QRG,SITE-B-WAREHOUSE-SEC-06,Albert Foster,Commercial local reality.,True,False,2020-05-04
GRN-2025-0000824,PO-2020-0000602,PO-2020-0000602-L003,VND-000018,PRJ-2023-00176,MAT-00000738,2025-09-28,303,303,0,INSPECTED,PASSED,CERT-51852500,DN-974NNX,SITE-E-WAREHOUSE-SEC-03,Tracey Leonard,,False,False,2025-09-28
GRN-2019-0000825,PO-2024-0000977,PO-2024-0000977-L009,VND-000691,PRJ-2019-00844,MAT-00000072,2019-11-14,232,232,0,ACCEPTED,PASSED,CERT-35226688,DN-412IAM,SITE-E-WAREHOUSE-SEC-02,Alan Waller,Decide possible power.,False,False,2019-11-14
GRN-2025-0000826,PO-2019-0000889,PO-2019-0000889-L001,VND-000735,PRJ-2023-00248,MAT-00000344,2025-02-26,382,0,382,REJECTED,FAILED,,DN-683FTX,SITE-B-WAREHOUSE-SEC-01,John Johnson,,True,False,2025-02-26
GRN-2022-0000827,PO-2022-0000974,PO-2022-0000974-L007,VND-000606,PRJ-2019-00698,MAT-00000429,2022-04-19,221,221,0,RECEIVED,PASSED,CERT-78172784,DN-227FEB,SITE-B-WAREHOUSE-SEC-04,Lauren Harris,,False,False,2022-04-19
GRN-2019-0000828,PO-2019-0000042,PO-2019-0000042-L003,VND-000399,PRJ-2023-00205,MAT-00000079,2019-07-26,97,97,0,INSPECTED,PASSED,CERT-91530308,DN-960VAG,SITE-B-WAREHOUSE-SEC-05,Michelle Petty,,False,False,2019-07-26
GRN-2024-0000829,PO-2020-0000507,PO-2020-0000507-L004,VND-000415,PRJ-2020-00309,MAT-00000240,2024-10-21,19,19,0,RECEIVED,PASSED,CERT-23560284,DN-799UJS,SITE-C-WAREHOUSE-SEC-02,James Palmer,,False,False,2024-10-21
GRN-2022-0000830,PO-2020-0000715,PO-2020-0000715-L002,VND-000130,PRJ-2020-00699,MAT-00000785,2022-09-11,355,138,217,PARTIALLY_ACCEPTED,PASSED,CERT-56658526,DN-973TDH,SITE-B-WAREHOUSE-SEC-02,Kenneth Tran,,False,False,2022-09-11
GRN-2019-0000831,PO-2020-0000586,PO-2020-0000586-L009,VND-000582,PRJ-2021-00031,MAT-00000761,2019-06-06,379,379,0,ACCEPTED,PASSED,CERT-19322043,DN-467HFN,SITE-B-WAREHOUSE-SEC-02,Hannah Terry,,False,False,2019-06-06
