po_id,po_type,po_status,priority,vendor_id,project_id,po_date,delivery_date,approval_date,po_value,tax_rate,tax_amount,total_value,currency,payment_terms,delivery_terms,description,buyer_name,requisition_ref,ship_to_address,notes,created_date
PO-2021-0000833,STANDARD,ISSUED,NORMAL,VND-000782,PRJ-2020-00386,2023-10-26,2023-12-02,2023-10-30,72767.96,0.1,7276.8,80044.76,EUR,LC-90-DAYS,CIF,Cause finish hour drive.,Travis Johnson,REQ-2021-606828,"34998 Charles Fords, Stantonside, IN 55679",Group science behind ten pass force player.,2023-10-26
PO-2024-0000834,BLANKET,DRAFT,NORMAL,VND-000649,PRJ-2023-00975,2020-03-19,2020-07-26,,96629.84,0.1,9662.98,106292.82,USD,NET-30,DAP,Sport build family pattern deep since go.,Samuel Velez,REQ-2024-516650,"60186 Tracy Crossroad Suite 319, Jillfurt, MH 80761",,2020-03-19
PO-2022-0000835,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000130,PRJ-2021-00098,2021-04-30,2021-09-16,2021-05-10,232903.19,0.05,11645.16,244548.35,USD,NET-30,FOB,Green serious police magazine just surface enjoy begin.,Allison Ho,REQ-2022-746435,"Unit 8502 Box 5513, DPO AA 38321",,2021-04-30
PO-2023-0000836,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000824,PRJ-2023-00259,2022-06-29,2022-10-07,2022-07-13,321598.03,0.15,48239.7,369837.73,USD,NET-30,FOB,Themselves human cell mouth movie of feel.,Tina Jones,REQ-2023-692772,"PSC 4615, Box 7493, APO AE 47372",,2022-06-29
PO-2019-0000837,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000833,PRJ-2024-00321,2022-08-11,2022-12-21,2022-08-23,1560630.7,0.05,78031.54,1638662.24,USD,NET-60,CIF,Boy recent open moment level.,Cindy Anderson,REQ-2019-875615,"95437 Curtis Manors Apt. 830, Wayneton, CT 95277",,2022-08-11
PO-2019-0000838,FRAMEWORK,PENDING_APPROVAL,NORMAL,VND-000021,PRJ-2020-00166,2020-11-11,2021-01-14,,73275.03,0.0,0.0,73275.03,USD,NET-60,DAP,Lose during find old foot voice economic item movement color.,Robert Tucker,REQ-2019-140959,"09685 Turner Isle Suite 068, East Michelleshire, TN 26443",,2020-11-11
PO-2022-0000839,STANDARD,ISSUED,URGENT,VND-000921,PRJ-2020-00429,2019-02-07,2019-05-07,2019-02-09,791105.71,0.15,118665.86,909771.57,EUR,NET-60,FOB,Under return head enjoy religious cultural identify.,Cory Lopez,REQ-2022-809553,"505 Gary Streets Apt. 142, South Robertton, CT 41793",Eight school not affect.,2019-02-07
PO-2021-0000840,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000874,PRJ-2023-00702,2023-03-01,2023-07-25,2023-03-11,187815.13,0.05,9390.76,197205.89,USD,NET-30,CIF,Interesting economic support mind campaign table everyone all.,Sean Matthews,REQ-2021-446215,"56201 Melissa Crescent, West Amanda, IL 29812",,2023-03-01
PO-2024-0000841,FRAMEWORK,APPROVED,CRITICAL,VND-000787,PRJ-2022-00011,2023-09-02,2023-10-31,2023-09-05,228809.15,0.1,22880.92,251690.07,EUR,NET-60,DAP,Big direction company consider her win someone citizen run effect.,Jennifer Campbell,REQ-2024-105874,"86449 Patterson Avenue Apt. 498, Jordanview, HI 98205",,2023-09-02
PO-2020-0000842,STANDARD,ISSUED,NORMAL,VND-000777,PRJ-2022-00609,2019-10-01,2020-01-12,2019-10-12,545677.48,0.05,27283.87,572961.35,USD,NET-90,FOB,Role on ground join law.,Lori Camacho,REQ-2020-759367,"97356 Matthew Fall Suite 655, West Tonyfurt, GA 48962",Their memory people indicate feel.,2019-10-01
PO-2020-0000843,STANDARD,COMPLETED,URGENT,VND-000500,PRJ-2020-00377,2021-11-09,2022-04-15,2021-11-18,63116.25,0.15,9467.44,72583.69,USD,NET-90,FOB,List yeah despite identify ok he eye.,Willie Nelson,REQ-2020-721427,"535 Ann Square Suite 298, Julieberg, LA 27049",Management or fear full bank political.,2021-11-09
PO-2024-0000844,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000873,PRJ-2022-00602,2022-09-14,2023-02-22,2022-09-27,384189.69,0.15,57628.45,441818.14,USD,LC-AT-SIGHT,DDP,Week seat natural different even vote expert nature matter.,Michael Johnson,REQ-2024-946514,"824 Lawrence Freeway Apt. 615, Lake Stacey, CO 13805",,2022-09-14
PO-2023-0000845,BLANKET,APPROVED,NORMAL,VND-000345,PRJ-2024-00094,2020-08-10,2020-10-05,2020-08-18,296482.26,0.05,14824.11,311306.37,EUR,LC-AT-SIGHT,FOB,To middle culture left ahead age southern listen.,John Martin,REQ-2023-154724,"48967 Angela Dam, Dennisshire, IL 15944",Without without huge cultural.,2020-08-10
PO-2022-0000846,STANDARD,ISSUED,NORMAL,VND-000388,PRJ-2020-00574,2023-03-26,2023-07-16,2023-04-07,438423.89,0.15,65763.58,504187.47,EUR,NET-60,FOB,Situation kind contain politics stuff security yard.,Jasmine Park,REQ-2022-647341,"39172 Smith Locks Suite 811, Lake Robert, PW 50736",,2023-03-26
PO-2019-0000847,FRAMEWORK,CANCELLED,URGENT,VND-000457,PRJ-2020-00729,2023-11-26,2024-05-01,2023-12-04,343520.6,0.05,17176.03,360696.63,SAR,NET-60,FCA,Note because improve writer agent radio nearly.,Daniel Rodriguez,REQ-2019-818660,"25901 Parsons Gateway Suite 901, East Jesse, KY 28739",Truth information lot son whatever event some.,2023-11-26
PO-2022-0000848,BLANKET,COMPLETED,NORMAL,VND-000562,PRJ-2019-00746,2021-05-25,2021-11-12,2021-06-03,4622102.14,0.15,693315.32,5315417.46,GBP,LC-AT-SIGHT,DAP,Animal nor something enter rock western ten.,Daniel Jones III,REQ-2022-300261,"0499 Kelsey Causeway, Dianaburgh, MH 05567",,2021-05-25
PO-2020-0000849,FRAMEWORK,APPROVED,CRITICAL,VND-000308,PRJ-2022-00006,2022-09-07,2022-10-15,2022-09-13,112951.3,0.1,11295.13,124246.43,USD,LC-90-DAYS,CIF,Morning store individual indicate budget trouble.,Dr. Andrea Oliver MD,REQ-2020-113625,"48548 Beasley Circle, West James, NE 08546",,2022-09-07
PO-2019-0000850,BLANKET,ISSUED,NORMAL,VND-000413,PRJ-2023-00281,2019-05-05,2019-09-16,2019-05-15,128386.9,0.0,0.0,128386.9,SAR,NET-90,CIF,Not provide magazine voice option day myself arrive food.,Dr. Stephen Gibbs,REQ-2019-596446,"194 Wendy Hollow, Caldwelltown, GA 68757",,2019-05-05
PO-2024-0000851,EMERGENCY,COMPLETED,CRITICAL,VND-000046,PRJ-2023-00628,2020-12-25,2021-02-10,2020-12-27,114947.57,0.05,5747.38,120694.95,USD,NET-60,FCA,Sort because begin car move surface federal carry machine recent.,Lisa Booker,REQ-2024-158770,"6463 John Turnpike Apt. 074, Lake Valerieville, WY 76207",,2020-12-25
PO-2024-0000852,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000307,PRJ-2021-00671,2022-09-24,2022-12-28,2022-10-06,124670.24,0.0,0.0,124670.24,SAR,NET-30,DAP,College political budget exist answer report bar.,Gary Jenkins,REQ-2024-857213,"1684 Rogers Islands, Port Diana, WA 41380",,2022-09-24
PO-2023-0000853,STANDARD,ISSUED,NORMAL,VND-000092,PRJ-2024-00067,2024-08-16,2024-10-06,2024-08-28,112999.14,0.05,5649.96,118649.1,EUR,NET-30,FOB,Ability plan executive result assume.,Lauren Harper,REQ-2023-146670,"6948 Tina Burgs Suite 195, Hayesfurt, IL 48423",Sing fast certainly wrong large right.,2024-08-16
PO-2020-0000854,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000005,PRJ-2022-00319,2022-12-07,2023-01-20,2022-12-13,1011373.47,0.1,101137.35,1112510.82,GBP,NET-60,FCA,Choose identify set gun happen else them live professional.,Scott Valdez,REQ-2020-190277,"68624 Kristin Passage, Stricklandville, FM 01175",,2022-12-07
PO-2022-0000855,STANDARD,APPROVED,CRITICAL,VND-000517,PRJ-2023-00606,2020-11-24,2020-12-10,2020-11-28,1335217.95,0.0,0.0,1335217.95,USD,NET-90,CIF,Why wonder in must.,Dillon Stanton,REQ-2022-859459,"82076 James Stravenue Apt. 152, East Douglas, FL 24222",,2020-11-24
PO-2021-0000856,FRAMEWORK,COMPLETED,NORMAL,VND-000208,PRJ-2024-00318,2023-04-03,2023-06-29,2023-04-06,122406.71,0.0,0.0,122406.71,USD,NET-30,CIF,New exist movie likely term moment.,Larry Larson,REQ-2021-534092,"08479 Jeremy Tunnel Apt. 135, Port Melissamouth, ID 42271",Until clearly poor option type account.,2023-04-03
PO-2020-0000857,STANDARD,CANCELLED,NORMAL,VND-000730,PRJ-2023-00271,2024-06-29,2024-10-11,2024-07-09,89426.59,0.0,0.0,89426.59,USD,NET-60,FCA,Eye policy very grow majority wonder out less drive.,Joshua York,REQ-2020-648450,"94534 Christina Well Apt. 814, Terrencechester, AS 60025",,2024-06-29
PO-2024-0000858,BLANKET,COMPLETED,NORMAL,VND-000249,PRJ-2019-00551,2023-11-13,2024-02-23,2023-11-24,427495.34,0.05,21374.77,448870.11,USD,LC-AT-SIGHT,FCA,Run pick nearly compare political purpose unit.,James Avila,REQ-2024-317523,"378 Elizabeth Court, Port Donna, VA 94705",,2023-11-13
PO-2023-0000859,BLANKET,ISSUED,URGENT,VND-000335,PRJ-2023-00265,2024-03-30,2024-06-18,2024-03-31,125158.02,0.05,6257.9,131415.92,USD,LC-90-DAYS,CIF,Economy truth dream result other add sport need when.,Rachel Vargas,REQ-2023-761770,"429 Mary Rapids, Knightton, UT 39565",Throw mind song investment help road.,2024-03-30
PO-2020-0000860,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000052,PRJ-2019-00331,2023-01-09,2023-01-25,2023-01-12,518926.84,0.0,0.0,518926.84,EUR,NET-60,FOB,Former least do series he throw bar five.,Brandon Walker,REQ-2020-779352,"9802 Robinson Brooks, Jamesfurt, RI 80950",,2023-01-09
PO-2020-0000861,FRAMEWORK,ISSUED,NORMAL,VND-000036,PRJ-2020-00450,2023-11-17,2024-03-12,2023-11-25,309745.92,0.15,46461.89,356207.81,USD,LC-AT-SIGHT,FOB,Policy support fast feeling similar material.,Erica Walter,REQ-2020-491344,"232 Thompson Hollow Apt. 041, Fletcherport, DE 94892",,2023-11-17
PO-2022-0000862,BLANKET,CANCELLED,NORMAL,VND-000848,PRJ-2022-00111,2023-10-11,2024-01-01,2023-10-21,39383.69,0.15,5907.55,45291.24,GBP,NET-60,EXW,Garden walk huge blue movement firm example what.,Janet Flowers,REQ-2022-637085,"24257 John Track Apt. 329, Emmaport, MI 24262",Summer focus Mrs special moment.,2023-10-11
PO-2021-0000863,FRAMEWORK,COMPLETED,CRITICAL,VND-000950,PRJ-2024-00770,2020-06-16,2020-09-23,2020-06-29,1555031.31,0.05,77751.57,1632782.88,USD,LC-90-DAYS,DAP,Animal after stock painting hot toward real.,Jessica Garcia,REQ-2021-424296,"220 Miller Mountain, North Michael, IA 77878",,2020-06-16
PO-2020-0000864,FRAMEWORK,APPROVED,NORMAL,VND-000235,PRJ-2023-00206,2022-05-19,2022-08-19,2022-05-21,2094977.16,0.05,104748.86,2199726.02,USD,NET-30,FCA,Tonight him decide teach strong how.,Dr. Nicole Maddox,REQ-2020-557754,"280 Schmidt View, Adrianberg, AZ 55287",Provide any office poor.,2022-05-19
PO-2020-0000865,STANDARD,COMPLETED,NORMAL,VND-000254,PRJ-2019-00353,2024-04-12,2024-09-13,2024-04-23,116384.38,0.0,0.0,116384.38,USD,NET-60,FOB,Health difficult page be artist around.,Michael Wong,REQ-2020-595248,"25647 Willie Land Suite 940, Rileyberg, IN 00562",,2024-04-12
PO-2022-0000866,EMERGENCY,COMPLETED,CRITICAL,VND-000198,PRJ-2020-00326,2023-06-26,2023-10-01,2023-07-01,152475.34,0.05,7623.77,160099.11,USD,LC-AT-SIGHT,DDP,Soldier general sound describe sea bar his.,Julie Casey,REQ-2022-545217,"6474 Scott Tunnel Apt. 945, Lake Christina, PW 14186",,2023-06-26
PO-2023-0000867,STANDARD,COMPLETED,NORMAL,VND-000357,PRJ-2023-00907,2021-08-21,2021-12-07,2021-08-27,342161.62,0.05,17108.08,359269.7,USD,NET-60,FCA,Prove wind into inside into.,Christopher Ruiz,REQ-2023-740225,"PSC 6120, Box 9281, APO AP 85436",,2021-08-21
PO-2022-0000868,FRAMEWORK,APPROVED,NORMAL,VND-000336,PRJ-2022-00310,2020-01-16,2020-04-25,2020-01-23,362706.1,0.15,54405.91,417112.01,USD,NET-90,CIF,Live area product something person choose early push.,Mark Frazier,REQ-2022-398806,"763 Sanchez Drive Apt. 718, Brendaland, VI 18596",,2020-01-16
PO-2024-0000869,FRAMEWORK,CANCELLED,NORMAL,VND-000260,PRJ-2020-00408,2024-03-19,2024-04-23,2024-03-25,535123.65,0.0,0.0,535123.65,USD,NET-90,FOB,Stand might expect mention increase treatment base experience.,Eric Smith,REQ-2024-524121,"5398 Morgan Squares, East Douglaschester, MI 79070",,2024-03-19
PO-2019-0000870,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000018,PRJ-2023-00498,2023-09-27,2023-10-24,2023-10-02,2709420.81,0.15,406413.12,3115833.93,EUR,NET-60,DDP,Maybe herself partner camera long who require billion probably cut raise.,Kelly Khan,REQ-2019-221591,"201 Kimberly Shores, Port Paulstad, GA 92294",,2023-09-27
PO-2022-0000871,BLANKET,COMPLETED,URGENT,VND-000598,PRJ-2024-00115,2023-10-03,2024-03-01,2023-10-16,196351.82,0.05,9817.59,206169.41,GBP,NET-60,DDP,Hotel contain knowledge soldier detail thought as certain consumer.,Tommy Walker,REQ-2022-257692,"5656 Madden Green, Dixonshire, NE 21438",Everything soon explain happen.,2023-10-03
PO-2024-0000872,BLANKET,COMPLETED,NORMAL,VND-000754,PRJ-2021-00446,2024-03-18,2024-06-12,2024-03-19,93157.17,0.0,0.0,93157.17,EUR,NET-30,CIF,Against image catch accept including can.,Erin Ferguson,REQ-2024-484936,"06276 White Fort, Jacquelinemouth, OR 28748",Range especially catch capital book.,2024-03-18
PO-2023-0000873,BLANKET,ISSUED,NORMAL,VND-000038,PRJ-2024-00556,2021-01-02,2021-04-01,2021-01-08,46388.97,0.1,4638.9,51027.87,USD,NET-60,CIF,Than prevent too control skin fall management nearly tax.,Melissa Blair,REQ-2023-412143,"9725 Michelle Highway Apt. 703, Lake Cheryl, DC 12770",,2021-01-02
PO-2023-0000874,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000278,PRJ-2022-00087,2020-05-31,2020-07-21,2020-06-11,101000.82,0.0,0.0,101000.82,USD,NET-60,FCA,Laugh quite water world century drug know.,Brittney Brown,REQ-2023-462163,"1676 Smith Flat Suite 328, Gonzalezville, CA 18630",,2020-05-31
PO-2024-0000875,BLANKET,COMPLETED,CRITICAL,VND-000875,PRJ-2022-00583,2019-06-16,2019-07-19,2019-06-22,233339.01,0.15,35000.85,268339.86,SAR,NET-60,FOB,Agree we any thousand put factor.,Beth Montoya,REQ-2024-858970,"36796 Stacey Pass, Lake Amber, MO 65875",,2019-06-16
PO-2019-0000876,STANDARD,PENDING_APPROVAL,CRITICAL,VND-000493,PRJ-2024-00433,2019-04-02,2019-06-02,,2091661.82,0.15,313749.27,2405411.09,SAR,LC-90-DAYS,FOB,Recently high system policy education.,Stephanie Mcdowell,REQ-2019-784610,"564 Daniel Field, West Christy, WV 12766",,2019-04-02
PO-2019-0000877,FRAMEWORK,PENDING_APPROVAL,NORMAL,VND-000424,PRJ-2023-00311,2019-07-20,2019-11-06,,130465.81,0.05,6523.29,136989.1,USD,NET-90,FOB,Us hear station wide themselves back together factor body general.,Michelle Kline,REQ-2019-558170,"88904 Little Circle, Bryanbury, CA 46188",His meeting away degree form mission.,2019-07-20
PO-2024-0000878,EMERGENCY,ISSUED,CRITICAL,VND-000657,PRJ-2024-00932,2022-03-13,2022-06-04,2022-03-14,317599.22,0.05,15879.96,333479.18,EUR,NET-60,EXW,Ever position local leader good.,Andrew Fowler,REQ-2024-534451,"564 Rodriguez Ville Suite 840, New Benjaminmouth, WY 86622",,2022-03-13
PO-2021-0000879,STANDARD,CANCELLED,NORMAL,VND-000356,PRJ-2023-00231,2022-08-22,2022-10-31,2022-08-24,238063.45,0.0,0.0,238063.45,USD,NET-90,DDP,If paper really position daughter.,Jessica Rodriguez,REQ-2021-738914,"8611 Serrano Lights Suite 598, Lake James, MT 09108",,2022-08-22
PO-2023-0000880,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000934,PRJ-2019-00013,2022-10-27,2023-01-30,2022-11-02,1010617.34,0.1,101061.73,1111679.07,USD,LC-AT-SIGHT,FOB,Thank rest ten four without debate couple ground much.,Jennifer Gonzales,REQ-2023-995857,"53399 Justin Loaf Suite 217, Rogerston, CA 89802",,2022-10-27
PO-2020-0000881,BLANKET,ISSUED,NORMAL,VND-000959,PRJ-2019-00991,2024-06-15,2024-11-19,2024-06-21,5036988.35,0.0,0.0,5036988.35,USD,NET-30,DDP,Much environment interesting nature painting debate spring simply.,Richard Peterson,REQ-2020-655317,"76698 Jonathan Cliff Suite 025, Port April, ME 56399",,2024-06-15
PO-2021-0000882,EMERGENCY,ISSUED,CRITICAL,VND-000249,PRJ-2022-00640,2022-12-11,2023-05-18,2022-12-18,128406.65,0.05,6420.33,134826.98,USD,NET-60,FCA,Why above name stand walk.,Thomas Bradshaw,REQ-2021-887887,"738 Stephanie Underpass, Harrisonville, DE 66202",,2022-12-11
PO-2023-0000883,EMERGENCY,CANCELLED,CRITICAL,VND-000907,PRJ-2019-00135,2020-05-20,2020-06-27,2020-05-27,134951.76,0.15,20242.76,155194.52,USD,NET-30,DAP,Cell campaign run present TV cup sister.,Jeremy Miller,REQ-2023-698469,"423 Leonard Overpass, Lake Tamara, MI 97344",Support reality language like serious strong situation.,2020-05-20
PO-2020-0000884,EMERGENCY,CANCELLED,CRITICAL,VND-000926,PRJ-2024-00419,2021-06-10,2021-10-09,2021-06-20,850001.21,0.1,85000.12,935001.33,SAR,NET-30,FCA,Various question old listen heavy report its sign I.,Edward Lawson,REQ-2020-760891,"334 Smith Ridges Suite 224, Lake Noah, VT 48280",Sister person whatever consumer study.,2021-06-10
PO-2024-0000885,FRAMEWORK,ISSUED,URGENT,VND-000645,PRJ-2023-00231,2024-07-19,2024-11-28,2024-07-24,550328.02,0.15,82549.2,632877.22,USD,LC-AT-SIGHT,CIF,Away election worker region learn gun expect public instead several.,Richard Willis,REQ-2024-286255,"10162 Smith Parkways Apt. 265, Lake Jose, NH 44575",,2024-07-19
PO-2019-0000886,BLANKET,ISSUED,NORMAL,VND-000152,PRJ-2024-00393,2023-09-10,2024-01-07,2023-09-14,2226739.11,0.15,334010.87,2560749.98,USD,NET-90,DDP,Lay news take determine eye matter debate man become cost.,Jamie Hudson,REQ-2019-245303,"86643 Andrew Fords Apt. 726, Diazhaven, FL 41182",,2023-09-10
PO-2023-0000887,FRAMEWORK,COMPLETED,NORMAL,VND-000531,PRJ-2020-00625,2020-11-12,2021-04-20,2020-11-23,489291.56,0.05,24464.58,513756.14,SAR,NET-60,EXW,Much enough threat top write marriage campaign able.,Melissa Navarro,REQ-2023-488283,"601 Estrada Lane, West Christophertown, OH 44792",Decade century theory husband prepare.,2020-11-12
PO-2023-0000888,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000257,PRJ-2021-00469,2021-09-07,2021-11-04,2021-09-15,157763.05,0.1,15776.31,173539.36,GBP,LC-90-DAYS,DAP,These receive cup doctor together.,Susan James,REQ-2023-438400,"10009 Alicia Ranch, North Angela, NC 15437",Special finally station.,2021-09-07
PO-2019-0000889,FRAMEWORK,ISSUED,NORMAL,VND-000735,PRJ-2023-00248,2024-03-04,2024-07-24,2024-03-15,493257.09,0.05,24662.85,517919.94,USD,NET-30,DDP,Community popular way from weight.,Joshua Harding,REQ-2019-447350,"304 Cynthia Mall, Davischester, MO 22834",,2024-03-04
PO-2020-0000890,STANDARD,PENDING_APPROVAL,URGENT,VND-000672,PRJ-2024-00888,2023-04-28,2023-05-30,,918451.42,0.15,137767.71,1056219.13,EUR,ADVANCE-30%,DAP,Trouble agent small bank world purpose investment at table tend.,Penny Shannon,REQ-2020-850755,"Unit 7053 Box 1105, DPO AP 72391",,2023-04-28
PO-2024-0000891,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000038,PRJ-2020-00450,2019-09-02,2019-11-29,2019-09-15,649903.14,0.15,97485.47,747388.61,USD,NET-60,FCA,Purpose score across party market dark.,Jonathan Irwin,REQ-2024-906104,"426 Thomas Lodge, Deborahville, MO 64178",Look term meeting long thank by.,2019-09-02
PO-2022-0000892,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000713,PRJ-2023-00807,2020-02-29,2020-04-20,2020-03-14,446292.05,0.0,0.0,446292.05,EUR,NET-30,FCA,My when important door name town project agency rock however.,Margaret Stevens,REQ-2022-890183,"66678 Ashley Spurs, South Dawn, CO 52297",,2020-02-29
PO-2024-0000893,STANDARD,ISSUED,NORMAL,VND-000808,PRJ-2022-00216,2020-02-02,2020-05-10,2020-02-13,873278.35,0.1,87327.84,960606.19,SAR,NET-90,CIF,College nearly political put research whose a fact.,Rhonda Cunningham,REQ-2024-843527,"9777 Ryan Rapids Suite 640, New Mike, WA 70257",,2020-02-02
PO-2020-0000894,EMERGENCY,ISSUED,CRITICAL,VND-000537,PRJ-2023-00807,2021-11-22,2022-04-30,2021-11-27,987720.17,0.15,148158.03,1135878.2,EUR,NET-90,FCA,First under truth wait fact.,Ashley Valentine,REQ-2020-255214,"939 Stephanie Dam Suite 651, Millerville, MP 40919",,2021-11-22
PO-2019-0000895,STANDARD,ISSUED,NORMAL,VND-000253,PRJ-2023-00582,2024-04-30,2024-09-03,2024-05-11,1275170.93,0.1,127517.09,1402688.02,USD,NET-30,DDP,Investment argue prepare similar above owner energy organization police mission.,Russell Henry,REQ-2019-828846,"302 Andrew Cove, West Cynthia, CA 84878",Hot personal management color senior age product.,2024-04-30
PO-2023-0000896,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000336,PRJ-2020-00598,2020-08-30,2021-02-09,2020-08-31,528845.64,0.1,52884.56,581730.2,USD,NET-30,DDP,General yet class surface impact decision budget night his though.,Tristan Fowler,REQ-2023-881668,"2662 Miles Ports, Coxfort, WY 96809",,2020-08-30
PO-2023-0000897,STANDARD,APPROVED,NORMAL,VND-000249,PRJ-2022-00602,2024-11-13,2025-03-02,2024-11-20,198681.5,0.1,19868.15,218549.65,USD,LC-AT-SIGHT,CIF,Yes recently force this real southern several.,Tracy Woodward,REQ-2023-277336,"740 Daniels Park Apt. 544, Jefferymouth, VA 09097",,2024-11-13
PO-2022-0000898,STANDARD,DRAFT,URGENT,VND-000557,PRJ-2023-00231,2021-04-25,2021-07-05,,289542.23,0.1,28954.22,318496.45,SAR,NET-30,DDP,Herself investment near movie state government them.,Paul Adams,REQ-2022-864162,"358 Soto Walk Suite 736, Gallegoshaven, MD 32002",,2021-04-25
PO-2024-0000899,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000019,PRJ-2020-00861,2021-04-09,2021-07-25,2021-04-20,1032827.52,0.05,51641.38,1084468.9,EUR,NET-30,DDP,Ahead production leave half likely under.,Donna Moore,REQ-2024-445521,"834 Sanchez Stream Suite 958, West Andrewport, MD 08309",,2021-04-09
PO-2021-0000900,BLANKET,COMPLETED,NORMAL,VND-000085,PRJ-2019-00458,2021-09-29,2021-12-17,2021-10-12,91096.73,0.05,4554.84,95651.57,GBP,ADVANCE-30%,DDP,Yes all company especially less run account leader.,Thomas Chang,REQ-2021-782420,"773 Meadows Vista, Josephstad, TN 82930",,2021-09-29
PO-2020-0000901,BLANKET,DRAFT,NORMAL,VND-000928,PRJ-2019-00285,2021-02-17,2021-03-19,,377908.72,0.0,0.0,377908.72,EUR,LC-90-DAYS,FOB,Drop understand as case.,Heather Gomez,REQ-2020-417467,"5028 Larry Junctions, North Donald, NH 78701",Sign rather range station seek.,2021-02-17
PO-2020-0000902,STANDARD,ISSUED,URGENT,VND-000080,PRJ-2022-00327,2021-03-15,2021-07-29,2021-03-17,151447.37,0.0,0.0,151447.37,USD,NET-60,CIF,Teach serve could something right beyond central prevent office ever than.,Cody Murray,REQ-2020-204727,"625 Heather Pine Suite 738, New Jennifer, MI 46187",,2021-03-15
PO-2020-0000903,BLANKET,DRAFT,NORMAL,VND-000170,PRJ-2019-00738,2021-03-08,2021-08-19,,251322.89,0.15,37698.43,289021.32,USD,LC-AT-SIGHT,DDP,Garden bag place issue American page training.,David Davis,REQ-2020-578417,"5537 Sandra Mall Apt. 728, South Stanleybury, NV 33292",,2021-03-08
PO-2021-0000904,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000280,PRJ-2020-00337,2024-10-07,2025-01-01,2024-10-18,1125955.13,0.15,168893.27,1294848.4,USD,NET-30,FCA,Believe successful suffer property store hear institution return.,Carol Coleman,REQ-2021-361118,"0848 William Tunnel, Myerstown, OR 81953",,2024-10-07
PO-2024-0000905,BLANKET,ISSUED,NORMAL,VND-000287,PRJ-2022-00500,2022-07-31,2022-12-22,2022-08-08,305382.05,0.0,0.0,305382.05,SAR,NET-60,FOB,Interest doctor page issue after.,Tammy Harper,REQ-2024-897376,"USCGC Garner, FPO AE 41233",,2022-07-31
PO-2021-0000906,STANDARD,ISSUED,URGENT,VND-000288,PRJ-2024-00199,2021-08-07,2021-10-14,2021-08-12,256715.53,0.0,0.0,256715.53,EUR,NET-60,FOB,Allow form past opportunity central start trial region.,Darren Lara,REQ-2021-656164,"USNS Ramirez, FPO AE 70102",,2021-08-07
PO-2024-0000907,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000250,PRJ-2019-00197,2020-12-04,2021-01-27,2020-12-14,47485.17,0.15,7122.78,54607.95,USD,NET-90,FOB,Most although maybe sure bed factor charge certainly part drug.,Angel Frazier,REQ-2024-641554,"34275 Alexander Mountain, New Chelsea, DE 94654",,2020-12-04
PO-2024-0000908,BLANKET,COMPLETED,NORMAL,VND-000426,PRJ-2019-00484,2023-02-27,2023-04-19,2023-03-04,594516.82,0.1,59451.68,653968.5,USD,NET-60,CIF,Fall agency expect else time miss religious positive.,Stephen Watson,REQ-2024-881413,"PSC 1029, Box 7711, APO AA 02571",,2023-02-27
PO-2021-0000909,STANDARD,ISSUED,NORMAL,VND-000668,PRJ-2024-00057,2022-12-19,2023-06-16,2023-01-01,526802.51,0.15,79020.38,605822.89,EUR,NET-30,CIF,Chair once we very painting hope site fund.,Jesse Vincent,REQ-2021-387527,"91087 Lori Drives Apt. 198, South Ashley, CA 42740",Design leave sing box agree carry.,2022-12-19
PO-2024-0000910,STANDARD,ISSUED,NORMAL,VND-000038,PRJ-2021-00330,2023-04-16,2023-07-22,2023-04-25,3255660.29,0.15,488349.04,3744009.33,GBP,NET-90,FOB,Radio maintain kind factor sure scientist subject ball tell argue.,Anthony Lamb,REQ-2024-325422,"683 Peters Bypass, Lake Shelby, SC 45880",,2023-04-16
PO-2022-0000911,FRAMEWORK,APPROVED,NORMAL,VND-000800,PRJ-2020-00965,2019-07-08,2019-10-29,2019-07-20,167823.17,0.15,25173.48,192996.65,USD,LC-90-DAYS,DDP,Color first hundred seven another.,Amber Smith,REQ-2022-361982,"6754 Amanda Stream, East Kristina, ND 66690",And thousand store professor.,2019-07-08
PO-2023-0000912,BLANKET,PENDING_APPROVAL,NORMAL,VND-000907,PRJ-2020-00379,2022-03-10,2022-04-21,,315836.64,0.15,47375.5,363212.14,USD,NET-60,FCA,Common any seek beyond each heart beyond financial chance.,Joseph Payne,REQ-2023-177582,"08316 Jennifer Route, Walkertown, IA 70948",,2022-03-10
